year,id,state,age,pid_3,race_7,educ_6,gender,understanding_poli_issue,interest_public_affairs,income_group,marital_stat,trust_ppl,religion_importance,traditional_values,abortion_allowed,environment_regulation,defense_spending,protect_homosexuals,immigrants_change6,gun_control,treatment,nationality,race,pid,education
2020,2020363633,NY,44,1,1,5,Female,Moderately well,,17 to 33 percentile,Never married,Most of the time,Little to no importance,Disagree strongly,"The law should permit abortion only in case of rape,",3,4,Favor,Decreased a little,More difficult,Treatment3,American,White non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020505192,AZ,80,3,1,5,Male,Moderately well,,17 to 33 percentile,Married,Once in a while,"Yes, important",Agree strongly,"By law, abortion should never be permitted",4,6,Oppose,Decreased a lot,Keep these rules about the same,Treatment1,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020209500,CO,43,1,1,6,Female,Moderately well,,34 to 67 percentile,Divorced,About half the time,"Yes, important",Agree somewhat,"By law, a woman should always be able to obtain an",2,3,Favor,Decreased a little,More difficult,Treatment3,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020226628,WI,65,3,1,5,Male,Extremely well,,68 to 95 percentile,Married,Once in a while,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",Regulations already too much of a burden on business,Greatly increase defense spending,Favor,Decreased a lot,Keep these rules about the same,Treatment3,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020400693,KY,68,1,1,3,Female,Not well at all,,34 to 67 percentile,Married,Once in a while,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",DK; haven't thought much about it,DK; haven't thought much about it,Favor,Same as now,Keep these rules about the same,Treatment1,American,White non-Hispanic,Democrat,"12 grades, diploma or equivalency"
2020,2020222732,NM,41,1,1,5,Female,Moderately well,,17 to 33 percentile,Married,About half the time,"Yes, important",Agree somewhat,"By law, a woman should always be able to obtain an",4,5,Favor,Same as now,Keep these rules about the same,Treatment2,American,White non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020429731,WA,0,1,5,3,Male,Moderately well,,0 to 16 percentile,Married,About half the time,"Yes, important",Agree strongly,The law should permit abortion for reasons other than,2,6,Oppose,Decreased a little,More difficult,Treatment2,American,Hispanic,Democrat,"12 grades, diploma or equivalency"
2020,2020447890,FL,57,3,5,3,Female,No response,,34 to 67 percentile,Divorced,Most of the time,"Yes, important",No response,"The law should permit abortion only in case of rape,",Regulations already too much of a burden on business,Greatly increase defense spending,Favor,No response,No response,Treatment3,American,Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020232289,IL,26,1,1,6,Male,Very well,,96 to 100 percentile,Never married,Most of the time,Little to no importance,Neither agree nor disagree,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,Greatly decrease defense spending,Favor,Same as now,More difficult,Treatment3,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020442109,KY,79,1,1,6,Female,Moderately well,,34 to 67 percentile,Never married,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",DK; haven't thought much about it,5,Favor,Increased a little,More difficult,Treatment3,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020202837,CA,48,3,1,5,Female,Slightly well,,34 to 67 percentile,Married,Once in a while,Little to no importance,Disagree somewhat,"By law, a woman should always be able to obtain an",3,5,Favor,Same as now,Keep these rules about the same,Treatment2,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020313546,SC,71,3,1,3,Male,Very well,,34 to 67 percentile,Married,About half the time,"Yes, important",Agree somewhat,"By law, abortion should never be permitted",6,6,Favor,Same as now,More difficult,Treatment2,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020326931,PA,53,3,1,3,Male,No response,,68 to 95 percentile,Married,Most of the time,Little to no importance,No response,"The law should permit abortion only in case of rape,",Regulations already too much of a burden on business,Greatly increase defense spending,Favor,No response,No response,Treatment1,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020211329,AR,78,1,1,6,Male,Extremely well,,0 to 16 percentile,Never married,Most of the time,"Yes, important",Neither agree nor disagree,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,3,Favor,No response,More difficult,Treatment4,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020314020,TX,30,3,2,6,Male,Moderately well,,0 to 16 percentile,Married,Never,"Yes, important",Neither agree nor disagree,"By law, a woman should always be able to obtain an",DK; haven't thought much about it,DK; haven't thought much about it,Favor,Increased a lot,More difficult,Treatment2,American,Black non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020343349,MO,47,1,1,2,Female,Moderately well,,34 to 67 percentile,Married,About half the time,"Yes, important",Neither agree nor disagree,"The law should permit abortion only in case of rape,",4,4,Favor,Same as now,Keep these rules about the same,Treatment2,American,White non-Hispanic,Democrat,"9-12 grades ('high school'), no diploma/equivalency; ; less than high school"
2020,2020439721,IL,76,3,1,5,Male,Very well,,17 to 33 percentile,Married,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",Regulations already too much of a burden on business,6,Oppose,Decreased a lot,Keep these rules about the same,Treatment1,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020317869,FL,52,3,3,6,Female,Moderately well,,68 to 95 percentile,Married,About half the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",5,4,Favor,Decreased a little,Keep these rules about the same,Treatment2,American,"Asian or Pacific Islander, non-Hispanic",Republican,BA level degrees; advanced degrees incl. LLB
2020,2020454843,IA,80,3,1,5,Male,Slightly well,,17 to 33 percentile,Divorced,Most of the time,"Yes, important",Agree strongly,"By law, a woman should always be able to obtain an",6,6,Favor,Decreased a little,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020202806,OR,73,1,1,6,Male,Very well,,68 to 95 percentile,Married,Most of the time,Little to no importance,Neither agree nor disagree,"By law, a woman should always be able to obtain an",2,4,Favor,Increased a little,More difficult,Treatment1,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020525516,NY,58,3,1,6,Female,Moderately well,,68 to 95 percentile,Divorced,About half the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",3,6,Favor,Same as now,Keep these rules about the same,Treatment2,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020213684,MA,56,1,1,6,Female,Extremely well,,34 to 67 percentile,Never married,About half the time,"Yes, important",Disagree strongly,DK; other,Much tougher regulations to protet the environment,4,Favor,Same as now,More difficult,Treatment4,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020342964,MA,66,1,1,6,Female,Moderately well,,68 to 95 percentile,Married,Most of the time,Little to no importance,Neither agree nor disagree,"By law, a woman should always be able to obtain an",3,2,Favor,Same as now,More difficult,Treatment2,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020233800,MA,71,1,1,3,Female,Moderately well,,17 to 33 percentile,Married,Most of the time,"Yes, important",Neither agree nor disagree,"The law should permit abortion only in case of rape,",2,3,Favor,Same as now,More difficult,Treatment3,American,White non-Hispanic,Democrat,"12 grades, diploma or equivalency"
2020,2020427063,MD,60,3,1,2,Male,Very well,,34 to 67 percentile,Divorced,Once in a while,"Yes, important",Agree somewhat,"The law should permit abortion only in case of rape,",2,5,Favor,Decreased a little,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,"9-12 grades ('high school'), no diploma/equivalency; ; less than high school"
2020,2020405612,NJ,80,1,1,2,Female,No response,,0 to 16 percentile,Widowed,About half the time,Little to no importance,No response,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,Greatly decrease defense spending,Oppose,No response,No response,Treatment3,American,White non-Hispanic,Democrat,"9-12 grades ('high school'), no diploma/equivalency; ; less than high school"
2020,2020338637,MS,29,2,6,4,Female,Extremely well,,17 to 33 percentile,Married,Most of the time,"Yes, important",Disagree somewhat,The law should permit abortion for reasons other than,2,2,Favor,Increased a little,Keep these rules about the same,Treatment1,American,"Other or multiple races, non-Hispanic",Independent,"12 grades, diploma or equivalency plus non-academic"
2020,2020228341,TX,45,3,1,5,Female,Very well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",6,6,Favor,Decreased a lot,Keep these rules about the same,Treatment2,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020515595,MI,40,3,4,4,Male,Moderately well,,34 to 67 percentile,Divorced,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",5,4,Oppose,Same as now,Make it easier,Treatment2,American,American Indian or Alaska Native non-Hispanic,Republican,"12 grades, diploma or equivalency plus non-academic"
2020,2020515915,KS,28,3,1,5,Male,No response,,68 to 95 percentile,Married,Most of the time,"Yes, important",No response,"By law, abortion should never be permitted",Regulations already too much of a burden on business,2,Oppose,No response,No response,Treatment4,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020460589,AL,24,1,1,5,Female,Very well,,0 to 16 percentile,Never married,About half the time,Little to no importance,Disagree somewhat,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,2,Favor,Increased a little,More difficult,Treatment3,American,White non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020454546,CA,27,1,5,2,Female,Slightly well,,0 to 16 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",About half the time,"Yes, important",No response,"By law, a woman should always be able to obtain an",DK; haven't thought much about it,DK; haven't thought much about it,Favor,Same as now,Keep these rules about the same,Treatment2,American,Hispanic,Democrat,"9-12 grades ('high school'), no diploma/equivalency; ; less than high school"
2020,2020229061,CA,64,1,1,6,Female,Moderately well,,96 to 100 percentile,Married,Most of the time,"Yes, important",Neither agree nor disagree,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,4,Favor,Increased a little,More difficult,Treatment1,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020221739,IL,69,1,2,5,Female,Very well,,0 to 16 percentile,Never married,About half the time,Little to no importance,Agree somewhat,The law should permit abortion for reasons other than,DK; haven't thought much about it,DK; haven't thought much about it,Favor,Same as now,Keep these rules about the same,Treatment1,American,Black non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020309660,MD,25,3,1,6,Female,Moderately well,,34 to 67 percentile,Never married,About half the time,Little to no importance,Disagree somewhat,"The law should permit abortion only in case of rape,",3,Greatly increase defense spending,Favor,Increased a lot,More difficult,Treatment2,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020226604,PA,75,1,1,6,Male,Very well,,96 to 100 percentile,Married,Most of the time,Little to no importance,Agree strongly,"By law, a woman should always be able to obtain an",3,4,Favor,Increased a little,More difficult,Treatment3,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020213608,TX,39,3,1,5,Female,Moderately well,,34 to 67 percentile,Married,About half the time,"Yes, important",Agree somewhat,The law should permit abortion for reasons other than,2,DK; haven't thought much about it,Oppose,Increased a little,More difficult,Treatment3,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020201568,MI,60,3,1,5,Male,Moderately well,,17 to 33 percentile,Married,About half the time,"Yes, important",Neither agree nor disagree,"The law should permit abortion only in case of rape,",4,6,Favor,Same as now,Keep these rules about the same,Treatment1,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020424569,CT,60,1,5,6,Male,Extremely well,,68 to 95 percentile,Married,Most of the time,Little to no importance,Agree somewhat,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,Greatly decrease defense spending,Favor,Increased a lot,More difficult,Treatment2,American,Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020213646,FL,80,3,1,6,Female,Very well,,68 to 95 percentile,Married,Most of the time,Little to no importance,Agree strongly,The law should permit abortion for reasons other than,5,6,Favor,Increased a little,Keep these rules about the same,Treatment1,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020407182,NC,20,3,1,5,Male,Moderately well,,0 to 16 percentile,Never married,Once in a while,Little to no importance,Neither agree nor disagree,"By law, a woman should always be able to obtain an",4,2,Favor,Decreased a lot,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020229276,NH,63,3,1,3,Male,Moderately well,,34 to 67 percentile,Married,About half the time,"Yes, important",Agree somewhat,"The law should permit abortion only in case of rape,",Much tougher regulations to protet the environment,Greatly increase defense spending,Favor,Decreased a little,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020314433,CA,58,1,6,5,Female,Extremely well,,68 to 95 percentile,Married,Most of the time,Little to no importance,Disagree strongly,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,3,Favor,Increased a lot,More difficult,Treatment2,American,"Other or multiple races, non-Hispanic",Democrat,"Some college, no degree; junior/community college"
2020,2020206426,TN,64,1,6,6,Female,Very well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Agree somewhat,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,4,Favor,Increased a lot,More difficult,Treatment3,American,"Other or multiple races, non-Hispanic",Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020322038,AR,38,1,1,6,Male,Very well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Neither agree nor disagree,The law should permit abortion for reasons other than,3,Greatly decrease defense spending,Favor,Increased a lot,More difficult,Treatment4,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020312611,MO,34,1,1,5,Female,Moderately well,,17 to 33 percentile,Never married,Most of the time,Little to no importance,Disagree strongly,The law should permit abortion for reasons other than,2,5,Favor,Increased a little,More difficult,Treatment4,American,White non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020308780,NM,65,1,1,6,Female,Moderately well,,34 to 67 percentile,Widowed,Most of the time,Little to no importance,Neither agree nor disagree,"By law, a woman should always be able to obtain an",2,4,Favor,Increased a little,More difficult,Treatment3,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020220620,IL,41,1,2,6,Female,Moderately well,,34 to 67 percentile,Divorced,Most of the time,"Yes, important",Neither agree nor disagree,DK; other,3,4,Favor,Increased a lot,More difficult,Treatment3,American,Black non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020527871,MO,80,3,1,3,Female,No response,,17 to 33 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",Most of the time,"Yes, important",No response,"The law should permit abortion only in case of rape,",5,6,Oppose,No response,No response,Treatment3,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020227744,NJ,47,1,2,5,Female,Moderately well,,34 to 67 percentile,Divorced,Once in a while,"Yes, important",Agree somewhat,DK; other,DK; haven't thought much about it,DK; haven't thought much about it,Favor,Increased a lot,More difficult,Treatment3,American,Black non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020509095,SD,27,2,1,3,Male,Moderately well,,17 to 33 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",About half the time,"Yes, important",Neither agree nor disagree,"By law, abortion should never be permitted",Regulations already too much of a burden on business,6,Favor,Same as now,Keep these rules about the same,Treatment3,American,White non-Hispanic,Independent,"12 grades, diploma or equivalency"
2020,2020464451,TX,66,1,5,2,Female,No response,,0 to 16 percentile,Widowed,Once in a while,"Yes, important",No response,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,4,Favor,No response,No response,Treatment3,American,Hispanic,Democrat,"9-12 grades ('high school'), no diploma/equivalency; ; less than high school"
2020,2020426817,OH,63,1,1,6,Female,Very well,,34 to 67 percentile,Married,Most of the time,Little to no importance,Disagree somewhat,The law should permit abortion for reasons other than,2,3,Favor,Increased a lot,More difficult,Treatment3,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020412207,MA,18,1,1,3,Male,No response,,68 to 95 percentile,Never married,About half the time,Little to no importance,No response,"By law, a woman should always be able to obtain an",3,Greatly decrease defense spending,Favor,No response,No response,Treatment4,American,White non-Hispanic,Democrat,"12 grades, diploma or equivalency"
2020,2020232005,AZ,68,3,1,3,Female,Very well,,17 to 33 percentile,Divorced,Never,"Yes, important",Agree somewhat,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,6,Favor,Same as now,More difficult,Treatment3,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020350897,NY,80,3,1,6,Male,Slightly well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Agree somewhat,"By law, a woman should always be able to obtain an",4,Greatly increase defense spending,Favor,Decreased a little,Keep these rules about the same,Treatment3,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020520474,FL,57,3,1,4,Female,Moderately well,,17 to 33 percentile,Widowed,About half the time,"Yes, important",Agree strongly,The law should permit abortion for reasons other than,4,5,Favor,Decreased a little,Keep these rules about the same,Treatment3,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency plus non-academic"
2020,2020318855,MI,34,1,1,2,Male,Moderately well,,17 to 33 percentile,Married,Never,Little to no importance,Neither agree nor disagree,"By law, a woman should always be able to obtain an",DK; haven't thought much about it,2,Oppose,Increased a little,Keep these rules about the same,Treatment3,American,White non-Hispanic,Democrat,"9-12 grades ('high school'), no diploma/equivalency; ; less than high school"
2020,2020352541,MN,41,1,1,6,Female,Extremely well,,34 to 67 percentile,Divorced,Most of the time,Little to no importance,Disagree strongly,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,Greatly decrease defense spending,Favor,Increased a little,More difficult,Treatment1,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020348122,CA,0,3,1,9,Female,Extremely well,,96 to 100 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",Most of the time,Little to no importance,Agree strongly,The law should permit abortion for reasons other than,6,5,Favor,No response,Keep these rules about the same,Treatment3,American,White non-Hispanic,Republican,No response
2020,2020410973,MN,54,3,1,4,Male,Very well,,68 to 95 percentile,Married,Most of the time,Little to no importance,Agree strongly,"The law should permit abortion only in case of rape,",6,Greatly increase defense spending,Oppose,Increased a little,Keep these rules about the same,Treatment3,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency plus non-academic"
2020,2020437299,IL,40,2,1,6,Male,Extremely well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Agree strongly,DK; other,4,5,Favor,Decreased a little,More difficult,Treatment3,American,White non-Hispanic,Independent,BA level degrees; advanced degrees incl. LLB
2020,2020206242,GA,36,3,1,6,Male,Very well,,68 to 95 percentile,Married,Once in a while,Little to no importance,Agree somewhat,"The law should permit abortion only in case of rape,",Regulations already too much of a burden on business,3,Favor,Decreased a little,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020305996,OH,0,1,2,4,Female,Moderately well,,17 to 33 percentile,Married,Once in a while,"Yes, important",Disagree somewhat,DK; other,4,DK; haven't thought much about it,Favor,Same as now,More difficult,Treatment4,American,Black non-Hispanic,Democrat,"12 grades, diploma or equivalency plus non-academic"
2020,2020220590,OK,50,1,5,2,Male,Slightly well,,34 to 67 percentile,Divorced,Once in a while,"Yes, important",Agree strongly,"By law, a woman should always be able to obtain an",6,6,Favor,Same as now,More difficult,Treatment1,American,Hispanic,Democrat,"9-12 grades ('high school'), no diploma/equivalency; ; less than high school"
2020,2020312208,MD,19,1,2,5,Female,Extremely well,,34 to 67 percentile,Never married,Once in a while,"Yes, important",Disagree strongly,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,Greatly decrease defense spending,Favor,Increased a lot,More difficult,Treatment1,American,Black non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020228457,PA,31,3,1,3,Male,Very well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",5,Greatly increase defense spending,Oppose,Decreased a lot,Keep these rules about the same,Treatment1,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020317029,NV,80,1,1,5,Female,Moderately well,,34 to 67 percentile,Widowed,Once in a while,"Yes, important",Agree strongly,"By law, a woman should always be able to obtain an",2,5,Oppose,Decreased a little,More difficult,Treatment4,American,White non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020228914,WA,48,3,1,3,Male,Slightly well,,34 to 67 percentile,Divorced,Once in a while,"Yes, important",Agree somewhat,"The law should permit abortion only in case of rape,",2,Greatly increase defense spending,Oppose,Decreased a lot,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020300946,MI,27,1,1,5,Female,Moderately well,,17 to 33 percentile,Never married,Most of the time,Little to no importance,Neither agree nor disagree,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,3,Favor,Increased a little,More difficult,Treatment1,American,White non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020344113,CT,70,1,1,5,Female,Very well,,0 to 16 percentile,Divorced,About half the time,"Yes, important",Neither agree nor disagree,DK; other,Much tougher regulations to protet the environment,4,Favor,Same as now,More difficult,Treatment1,American,White non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020533630,OK,27,3,6,5,Female,Moderately well,,34 to 67 percentile,Married,Never,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",6,6,Favor,Decreased a little,Keep these rules about the same,Treatment1,American,"Other or multiple races, non-Hispanic",Republican,"Some college, no degree; junior/community college"
2020,2020343127,WA,60,2,5,3,Male,Moderately well,,34 to 67 percentile,Married,Most of the time,Little to no importance,Neither agree nor disagree,"The law should permit abortion only in case of rape,",Much tougher regulations to protet the environment,6,Favor,Same as now,Keep these rules about the same,Treatment3,American,Hispanic,Independent,"12 grades, diploma or equivalency"
2020,2020330343,NE,65,3,1,4,Male,Moderately well,,96 to 100 percentile,Never married,About half the time,"Yes, important",Neither agree nor disagree,"By law, a woman should always be able to obtain an",5,5,Oppose,Same as now,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency plus non-academic"
2020,2020232326,VA,72,3,1,6,Male,Very well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",5,4,Oppose,Same as now,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020227096,OH,55,1,1,6,Female,Slightly well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Neither agree nor disagree,"By law, a woman should always be able to obtain an",5,4,Favor,Same as now,More difficult,Treatment2,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020223971,VA,50,3,1,6,Female,Very well,,96 to 100 percentile,Married,Most of the time,Little to no importance,Neither agree nor disagree,"The law should permit abortion only in case of rape,",3,4,Favor,Same as now,More difficult,Treatment1,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020216010,OK,59,1,1,4,Male,Moderately well,,0 to 16 percentile,Separated,Once in a while,"Yes, important",Agree strongly,"By law, a woman should always be able to obtain an",4,3,Favor,Decreased a lot,Keep these rules about the same,Treatment2,American,White non-Hispanic,Democrat,"12 grades, diploma or equivalency plus non-academic"
2020,2020445986,SC,33,3,1,6,Male,Moderately well,,34 to 67 percentile,Never married,Most of the time,Little to no importance,Disagree somewhat,"By law, a woman should always be able to obtain an",2,2,Favor,Same as now,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020308827,NY,41,1,5,6,Female,Slightly well,,68 to 95 percentile,Divorced,Once in a while,"Yes, important",Neither agree nor disagree,"By law, a woman should always be able to obtain an",2,6,Favor,Increased a lot,Keep these rules about the same,Treatment2,American,Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020217983,NY,55,3,1,6,Female,Slightly well,,68 to 95 percentile,Married,Most of the time,Little to no importance,Agree somewhat,"By law, a woman should always be able to obtain an",3,Greatly increase defense spending,Favor,Decreased a lot,Keep these rules about the same,Treatment3,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020363992,NC,34,3,1,2,Female,Moderately well,,17 to 33 percentile,Married,Never,"Yes, important",Neither agree nor disagree,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,DK; haven't thought much about it,Oppose,Increased a little,Keep these rules about the same,Treatment1,American,White non-Hispanic,Republican,"9-12 grades ('high school'), no diploma/equivalency; ; less than high school"
2020,2020234179,NJ,60,1,1,6,Male,Very well,,68 to 95 percentile,Married,Most of the time,Little to no importance,Neither agree nor disagree,"By law, a woman should always be able to obtain an",2,3,Favor,Increased a little,More difficult,Treatment4,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020445528,TX,60,3,5,6,Male,Slightly well,,34 to 67 percentile,Married,Never,"Yes, important",Agree strongly,"By law, abortion should never be permitted",4,6,Oppose,Increased a lot,Keep these rules about the same,Treatment4,American,Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020444662,DC,72,3,1,5,Female,Very well,,96 to 100 percentile,Married,Most of the time,"Yes, important",Agree strongly,"By law, abortion should never be permitted",3,4,Favor,Same as now,More difficult,Treatment2,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020454225,CA,41,3,6,3,Male,Slightly well,,17 to 33 percentile,Married,About half the time,"Yes, important",Agree strongly,"By law, abortion should never be permitted",5,4,Favor,Same as now,Keep these rules about the same,Treatment3,American,"Other or multiple races, non-Hispanic",Republican,"12 grades, diploma or equivalency"
2020,2020463687,IN,62,3,1,4,Female,Very well,,0 to 16 percentile,Married,Most of the time,"Yes, important",Agree strongly,"By law, abortion should never be permitted",Regulations already too much of a burden on business,Greatly increase defense spending,Oppose,Same as now,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency plus non-academic"
2020,2020438889,NJ,69,1,2,6,Male,Moderately well,,34 to 67 percentile,Married,Most of the time,Little to no importance,Agree strongly,"By law, a woman should always be able to obtain an",DK; haven't thought much about it,DK; haven't thought much about it,Favor,Decreased a little,More difficult,Treatment4,American,Black non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020358556,TX,68,3,5,6,Female,Very well,,0 to 16 percentile,Married,Most of the time,"Yes, important",Neither agree nor disagree,"By law, a woman should always be able to obtain an",3,5,Favor,Same as now,More difficult,Treatment2,American,Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020201100,NV,50,1,5,4,Female,Very well,,17 to 33 percentile,Never married,Once in a while,"Yes, important",Disagree somewhat,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,DK; haven't thought much about it,Favor,Same as now,Keep these rules about the same,Treatment3,American,Hispanic,Democrat,"12 grades, diploma or equivalency plus non-academic"
2020,2020405131,ID,29,3,1,6,Female,Slightly well,,0 to 16 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",Once in a while,"Yes, important",Neither agree nor disagree,The law should permit abortion for reasons other than,3,4,Favor,Same as now,Keep these rules about the same,Treatment2,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020446606,CA,61,0,5,2,Male,Slightly well,,34 to 67 percentile,Married,Once in a while,"Yes, important",Agree somewhat,"The law should permit abortion only in case of rape,",2,4,Favor,Same as now,More difficult,Treatment3,American,Hispanic,No response,"9-12 grades ('high school'), no diploma/equivalency; ; less than high school"
